id,title,released,developer,publisher,released_on
2240,"Outer Ridge",1995,GraphicWares,"Wizard Software",1995-01-01
2241,"Out of the Park",1999,"Out of the Park Developments","Out of the Park Developments",1999-01-01
2242,"Out of this World",1991,"Delphine Software","Interplay Entertainment",1991-01-01
2243,OutRun,1989,"Unlimited Software",Sega,1989-01-01
2244,Overdrive,1984,"Peter Johnson","Superior Software",1984-01-01
2245,Overkill,1992,Tech-Noir,"Epic MegaGames",1992-01-01
2246,Overlord,1990,"Probe Software","Melbourne House",1990-01-01
2247,Overlord,1994,"Rowan Software","Virgin Interactive",1994-01-01
2248,"Oxyd, Oxyd Extra, Oxyd Magnum",1990,"Dongleware Verlags","Dongleware Verlags",1990-01-01
2249,"P-38 Lightning Tour of Duty",1991,"Lucasfilm Games",LucasArts,1991-01-01
2250,"P-80 Shooting Star Tour of Duty",1991,LucasArts,LucasArts,1991-01-01
2251,Pac-Gal,1982,"","",1982-01-01
2252,"Pacific Islands",1992,"Oxford Digital Enterprises","Empire Interactive",1992-01-01
2253,"Pacific Strike",1994,"Origin Systems","Electronic Arts",1994-01-01
2254,Pac-in-Time,1994,Kalisto,Namco,1994-01-01
2255,"Pack Rat, The",1992,"","",1992-01-01
2256,Pac-Maine,1988,"","",1988-01-01
2257,Pac-Man,1983,Namco,Atari,1983-01-01
2258,Paganitzu,1991,"Keith Schuler","Apogee Software",1991-01-01
2259,Paladin,1988,"","",1988-01-01
2260,"Paladin II",1992,"Impressions Games","Omnitrend Software",1992-01-01
2261,"Paladin Quest Disk: The Scrolls of Talmouth",1988,"","",1988-01-01
2262,"Panda Dodgeball",1993,"","",1993-01-01
2263,"Pandora Directive, The",1996,"Access Software","Access Software",1996-01-01
2264,Pang,1990,"Mithcell Corporation","Ocean Software",1990-01-01
2265,"Panoplia: The Full Armor of God",1991,"","",1991-01-01
2266,"Panza Kick Boxing",1990,"","",1990-01-01
2267,"Panzer Battles",1990,"Strategic Studies Group","Strategic Studies Group",1990-01-01
2268,"Panzer General",1994,"Strategic Simulations","Strategic Simulations",1994-01-01
2269,"Paparazzi!: Tales of Tinseltown",1995,"","",1995-01-01
2270,Paperboy,1988,Atari,Mindscape,1988-01-01
2271,"Paperboy 2",1991,Tengen,Mindscape,1991-01-01
2272,"Papu's Odyssey",1993,"","",1993-01-01
2273,Paranoia,1993,"","",1993-01-01
2274,Paratrooper,1982,"Greg Kuperberg","Orion Software",1982-01-01
2275,"Paratrooper II",1999,AS-Freegames,AS-Freegames,1999-01-01
2276,Paris-Dakar,1988,"","",1988-01-01
2277,"Passengers on the Wind",1989,"","",1989-01-01
2278,"Patrician, The",1993,Triptychon,"Ascon GmbH",1993-01-01
2279,Patriot,1993,Artech,"Three-Sixty Pacific",1993-01-01
2280,"Patton Strikes Back: The Battle of the Bulge",1991,"","",1991-01-01
2281,"Patton vs. Rommel",1987,"Chris Crawford","Electronic Arts",1987-01-01
2282,"Pawn, The",1986,"Magnetic Scrolls","Rainbird Software",1986-01-01
2283,PC-Darts,1987,"","",1987-01-01
2284,"PC Fútbol 4.0",1995,"","",1995-01-01
2285,"PC Fútbol 5.0",1996,"","",1996-01-01
2286,"PC Pool",1983,Hesware,IBM,1983-01-01
2287,"PC Pool Challenges",1984,Hesware,IBM,1984-01-01
2288,PC-Man,1982,"","Orion Software",1982-01-01
2289,"PC Selección Española de Fútbol Eurocopa '96",1996,"","",1996-01-01
2290,"PC-Sherlock: A Game of Logic & Deduction",1996,"","",1996-01-01
2291,"Pea Shootin' Pete",1994,"","",1994-01-01
2292,Pengo,1983,Coreland,Coreland,1983-01-01
2293,PerOxyd,1993,"Dongleware Verlags","Dongleware Verlags",1993-01-01
2294,"Perry Mason: The Case of the Mandarin Murder",1985,"","",1985-01-01
2295,"Personal Nightmare",1989,"","",1989-01-01
2296,"Pete Rose Pennant Fever",1988,"","",1988-01-01
2297,"Peter Pan: A Story Painting Adventure",1993,"Novotrade International",EA*Kids,1993-01-01
2298,"Pete Sampras Tennis 97",1997,"","",1997-01-01
2299,"PGA Tour Golf",1990,"Sterling Silver Software","Electronic Arts",1990-01-01
2300,"PGA Tour Golf: Tournament Course Disk",1991,"Sterling Silver Software","Electronic Arts",1991-01-01
2301,"PGA Tour Golf 486",1994,"Hitmen Productions","Electronic Arts",1994-01-01
2302,"PGA European Tour",1994,Polygames,"Electronic Arts",1994-01-01
2303,"PGA Tour 96",1995,"Hitmen Productions","Electronic Arts",1995-01-01
2304,Phantasie,1985,"Strategic Simulations","Strategic Simulations",1985-01-01
2305,"Phantasie Bonus Edition",1991,"Strategic Simulations","WizardWorks Software",1991-01-01
2306,"Phantasie III : The Wrath of Nikademus",1988,"Strategic Simulations","Strategic Simulations",1988-01-01
2307,Phantasmagoria,1995,"Sierra On-Line, Kronos Digital","Sierra On-Line",1995-01-01
2308,"Phantasmagoria: A Puzzle of Flesh",1996,"Sierra Entertainment","Sierra Entertainment",1996-01-01
2309,"Phantasmagoria Stagefright",1999,"Sierra Entertainment","Sierra Entertainment",1999-01-01
2310,"Pharaoh's Revenge",1988,"Manley & Associates","Publishing International",1988-01-01
2311,"Pharaoh's Tomb",1990,"Micro FX Software","Apogee Software",1990-01-01
2312,"PHM Pegasus",1988,"Lucasfilm Games","Electronic Arts",1988-01-01
2313,"Phrase Master",1990,"","",1990-01-01
2314,"Pickle Wars",1993,"Karen Crowther","MVP Software",1993-01-01
2315,"Pick up the phone booth and die",1996,"Rob Noyes","",1996-01-01
2316,Pictionary,1990,"Software Creations",LJN,1990-01-01
2317,"Picture Perfect Golf",1995,"","",1995-01-01
2318,"Pilgrim Quest",1991,"","",1991-01-01
2319,"Pinball 2000",1995,"21st Century Entertainment","Expert Software",1995-01-01
2320,"Pinball Construction Set",1985,"Electronic Arts","Electronic Arts",1985-01-01
2321,"Pinball Dreams",1993,"21st Century Entertainment","Digital Illusions",1993-01-01
2322,"Pinball Dreams II",1994,Spidersoft,"21st Century Entertainment",1994-01-01
2323,"Pinball Fantasies",1994,"Digital Illusions","21st Century Entertainment",1994-01-01
2324,"Pinball Fantasies Deluxe",1994,"Digital Illusions","21st Century Entertainment",1994-01-01
2325,"Pinball Gold Pack",1996,"","",1996-01-01
2326,"Pinball Illusions",1995,"Digital Illusions","21st Century Entertaient",1995-01-01
2327,"Pinball Madness 4",2002,"","",2002-01-01
2328,"Pinball Mania",1995,"","",1995-01-01
2329,"Pipe Mania",1989,"The Assembly Line","Empire Interactive, LucasArts",1989-01-01
2330,Pipes,1983,"","",1983-01-01
2331,Piranha,1996,"","",1996-01-01
2332,"Pirates! Gold",1993,MicroProse,MicroProse,1993-01-01
2333,"Pirates of the Barbary Coast",1987,"Starsoft Development Laboratories","Keypunch Software",1987-01-01
2334,"Pitfall II: Lost Caverns",1984,Activision,Activision,1984-01-01
2335,Pit-Fighter,1991,Atari,Domark,1991-01-01
2336,"Pitstop II",1984,"Synergistic Software",Epyx,1984-01-01
2337,"Pixel Puzzler",1990,"","",1990-01-01
2338,"Pizza Tycoon",1994,"Cybernetic Corporation","Software 2000",1994-01-01
2339,"Pizza Worm",1994,"Zorlim Software","Zorlim Software",1994-01-01
2340,"Plan 9 From Outer Space",1992,Konami,"Gremlin Graphics",1992-01-01
2341,Planetfall,1983,Infocom,Infocom,1983-01-01
2342,"Planet's Edge",1991,"New World Computing","New World Computing",1991-01-01
2343,"Planet Soccer",1994,"","",1994-01-01
2344,Platoon,1987,"Ocean Software","Data East",1987-01-01
2345,"Player Manager 2",1995,"","",1995-01-01
2346,"Player Manager 2 Extra: The Chase For Glory",1995,"","",1995-01-01
2347,"PlayMaker Football 2.0",1996,"","",1996-01-01
2348,"Playroom, The",1989,"Brøderbund","Brøderbund",1989-01-01
2349,"Play the Games Vol. 1",1998,"","",1998-01-01
2350,"Play the Games Vol. 2",1999,"","",1999-01-01
2351,"Pleurghburg: Dark Ages",2001,"","",2001-01-01
2352,"Plundered Hearts",1987,Infocom,Infocom,1987-01-01
2353,"Pocket Rockets",1989,"","",1989-01-01
2354,"Poko Memorial: 18th Hole Miniature Golf",1987,"","",1987-01-01
2355,"Pole Position",1986,Namco,"Thunder Mountain",1986-01-01
2356,"Pole Position",1996,"ASCARON Entertainment","ASCARON Entertainment",1996-01-01
2357,"Pole Position II",1988,Namco,Mindscape,1988-01-01
2358,"Police Quest: In Pursuit of the Death Angel","1987, 1992","Sierra On-Line","Sierra On-Line",
2359,"Police Quest 2: The Vengeance",1988,"Sierra On-Line","Sierra On-Line",1988-01-01
2360,"Police Quest 3: The Kindred",1991,"Sierra On-Line","Sierra On-Line",1991-01-01
2361,"Police Quest 4: Open Season",1993,"Sierra On-Line","Sierra On-Line",1993-01-01
2362,"Pong Kombat",1994,"Gagne Software","",1994-01-01
2363,"Poogaboo: La Pulga 2",1991,"","",1991-01-01
2364,"Pool of Radiance",1988,"Strategic Simulations","Strategic Simulations",1988-01-01
2365,"Pools of Darkness",1991,"Strategic Simulations","Strategic Simulations",1991-01-01
2366,Popcorn,1988,Lacral,Lacral,1988-01-01
2367,Populous,1989,"Bullfrog Productions","Electronic Arts",1989-01-01
2368,"Populous: The Promised Lands",1989,"Bullfrog Productions","Electronic Arts",1989-01-01
2369,"Populous II: Trials of the Olympian Gods",1993,"Bullfrog Productions","Electronic Arts",1993-01-01
2370,Portal,1986,"Nexa Corporation",Activision,1986-01-01
2371,"Ports of Call",1987,"Ports of Call","Ports of Call",1987-01-01
2372,"Positronic Bridge",1994,"","",1994-01-01
2373,"Power, Corruption & Lies",1995,"","",1995-01-01
2374,"Power Dolls",1994,"Kogado Software Products","Kogado Software Products",1994-01-01
2375,"Power Drift",1990,SEGA,Activision,1990-01-01
2376,"Power Drive",1994,"","",1994-01-01
2377,"Power F1",1997,"","",1997-01-01
2378,"PowerHits: BattleTech",1992,"","",1992-01-01
2379,"PowerHits Movies",1992,"","",1992-01-01
2380,"PowerHits Sci/Fi",1994,"","",1994-01-01
2381,"PowerHits Sports",1992,"","",1992-01-01
2382,Powerhouse,1995,"","",1995-01-01
2383,Powermonger,1990,"Bullfrog Productions","Electronic Arts",1990-01-01
2384,"Power Politics",1992,"","",1992-01-01
2385,Powerslave,1996,"Lobotomy Software","Playmates Interactive Entertainment",1996-01-01
2386,"Pray for Death",1996,"","",1996-01-01
2387,"Predator 2",1990,"Oxford Mobius, Arc Developments",Konami,1990-01-01
2388,"Pref Club",1991,"","",1991-01-01
2389,Prehistorik,1991,"Titus Interactive","Titus Interactive",1991-01-01
2390,"Prehistorik 2",1993,"Titus Interactive","Titus Interactive",1993-01-01
2391,"Premier Manager",1992,"Realms of Fantasy","Gremlin Interactive",1992-01-01
2392,"Premier Manager 2",1993,"Realms of Fantasy","Gremlin Interactive",1993-01-01
2393,"Premier Manager 3",1994,"Realms of Fantasy","Gremlin Interactive",1994-01-01
2394,"Premier Manager 3 De-Luxe",1995,"Realms of Fantasy","Gremlin Interactive",1995-01-01
2395,"Premier Multi-Edit System",1995,"Realms of Fantasy","Gremlin Interactive",1995-01-01
2396,"Premiership, The",1994,Codemasters,Codemasters,1994-01-01
2397,"President Elect: 1988 Edition",1987,"Strategic Simulations","Strategic Simulations",1987-01-01
2398,"President is Missing, The",1988,"Cosmi Corporation",MicroProse,1988-01-01
2399,"Presumed Guilty",1989,"Cosmi Corporation","",1989-01-01
2400,"Primal Rage",1994,"Probe Entertainment","Time Warner Interactive",1994-01-01
2401,"Prime Time",1988,"","",1988-01-01
2402,"Prince of Evil",1993,"Softstar Entertainment","Softstar Entertainment",1993-01-01
2403,"Prince of Persia",1989,"Brøderbund","Brøderbund",1989-01-01
2404,"Prince of Persia 2: The Shadow and the Flame",1994,"Brøderbund","Brøderbund",1994-01-01
2405,"Princess Maker",1993,Gainax,Gainax,1993-01-01
2406,"Princess Maker 2",1996,Gainax,Adventions,1996-01-01
2407,"Princess Minerva",1994,"","",1994-01-01
2408,"Prisoner 2",1983,Edu-Ware,Edu-Ware,1983-01-01
2409,"Prisoner of Ice",1995,Chaosium,Infogrames,1995-01-01
2410,"Privateer 2: The Darkening",1996,"Origin Systems","Electronic Arts",1996-01-01
2411,Prizm,1995,"Awesome Softworx","Awesome Softworx",1995-01-01
2412,P-Robots,1988,"","",1988-01-01
2413,Prohibition,1987,Infogrames,Infogrames,1987-01-01
2414,"Project Neptune",1989,"","",1989-01-01
2415,"Project Paradise",1997,"","",1997-01-01
2416,Project-X,1992,Team17,Team17,1992-01-01
2417,"Pro League Baseball",1992,"","",1992-01-01
2418,"Prophecy 1: The Viking Child",1991,"Imagitec Design","Imagitec Design",1991-01-01
2419,"Prophecy of the Shadow",1992,"Strategic Simulations","Strategic Simulations",1992-01-01
2420,"Prophecy, The",1993,"Coktel Vision, MDO","Sierra On-Line",1993-01-01
2421,"Prophecy: The Fall of Trinadon",1989,Activision,Activision,1989-01-01
2422,"Pro Pinball: The Web",1995,"Cunning Development","Empire Interactive",1995-01-01
2423,"Pro Pinball: Timeshock",1997,"Cunning Development","Empire Interactive",1997-01-01
2424,"Protostar: War on the Frontier",1993,"Tsunami Media","Tsunami Media",1993-01-01
2425,Prototype,1995,"","",1995-01-01
2426,"Proto Type",1989,"","",1989-01-01
2427,Prowler,1987,"Icon Design Ltd.",Mastertronic,1987-01-01
2428,"Psi-5 Trading Company",1986,"","",1986-01-01
2429,"Psychic Detective",1995,"Colossal Pictures","Electronic Arts",1995-01-01
2430,Psycho,1989,"","",1989-01-01
2431,"Psycho Killer",1993,"","",1993-01-01
2432,"Psycho Pinball",1994,Codemasters,Codemasters,1994-01-01
2433,"Psychotron, The",1994,"The Multimedia Store","Merit Software",1994-01-01
2434,PT-109,1987,"Digital Illusions","Spectrum Holobyte",1987-01-01
2435,"P.T.O.: Pacific Theater of Operations",1993,Koei,Koei,1993-01-01
2436,Pulse,1996,"","",1996-01-01
2437,"Punisher, The",1990,"Paragon Software",MicroProse,1990-01-01
2438,"Pure Wargame, The",1995,"","",1995-01-01
2439,"Purple Saturn Day",1989,"","",1989-01-01
2440,Pushover,1992,"Red Rat Software","Ocean Software",1992-01-01
2441,"Putt-Putt and Fatty Bear's Activity Pack",1993,"Humongous Entertainment","Humongous Entertainment",1993-01-01
2442,"Putt-Putt Goes to the Moon",1993,"Humongous Entertainment","Humongous Entertainment",1993-01-01
2443,"Putt-Putt Joins the Parade",1992,"Humongous Entertainment",Atari,1992-01-01
2444,"Putt-Putt Saves the Zoo",1995,"Humongous Entertainment",Atari,1995-01-01
2445,"Putt-Putt's Fun Pack",1993,"Humongous Entertainment","Humongous Entertainment",1993-01-01
2446,Puzznic,1990,Taito,Taito,1990-01-01
2447,"Pyramid Power",1986,"","",1986-01-01
2448,"Pyramids of Egypt",1989,"","",1989-01-01
2449,"Pyramid Solitaire",1991,Softdisk,Softdisk,1991-01-01
2450,"Pyro 2",1990,"Mike O'Brien","Mike O'Brien",1990-01-01
2451,Pyrotechnica,1995,Psygnosis,Psygnosis,1995-01-01
2452,"Q2 for Quake",1996,"","CrystalVision Brand Software, Micro Star",1996-01-01
2453,"QAD: Quintessential Art of Destruction","","","",
2454,"Qin: Tomb of the Middle Kingdom",1995,"Learn Technologies Interactive","Time Warner Electronic Publishing, Southpeak Interactive",1995-01-01
2455,Qix,1981,Taito,Taito,1981-01-01
2456,Quadralien,"","","",
2457,Quadrel,1991,Loriciels,Loriciels,1991-01-01
2458,Quake,1996,"id Software","id Software",1996-01-01
2459,"Quake Mission Pack 1: Scourge Of Armagon",1997,"Hipnotic Software","id Software",1997-01-01
2460,"Quake Mission Pack 2: Dissolution of Eternity",1997,"Rogue Entertainment","id Software",1997-01-01
2461,Quarantine,1994,Imagexcel,GameTek,1994-01-01
2462,"Quarantine II: Road Warrior","","","",
2463,"Quarky & Quaysoo's Turbo Science",1992,"Jeff Tunnell Productions","Sierra On-Line",1992-01-01
2464,"Quarterback Attack",1995,"Digital Pictures","Digital Pictures",1995-01-01
2465,"Queen of Hearts Maze Game, The","","","",
2466,"Queen: The eYe",1998,"Destination Design","Electronic Arts",1998-01-01
2467,"Quest for Glory I: So You Want To Be A Hero","1989, 1992","Sierra On-Line","Sierra On-Line",
2468,"Quest for Glory II: Trial by Fire",1990,"Sierra On-Line","Sierra On-Line",1990-01-01
2469,"Quest for Glory III: Wages of War",1992,"Sierra On-Line","Sierra On-Line",1992-01-01
2470,"Quest for Glory IV: Shadows of Darkness",1993,"Sierra On-Line","Sierra On-Line",1993-01-01
2471,"Quest for the Time-bird, The","","","",
2472,"Questmaster I: The Prism of Heheutotol","","","",
2473,"Quest of Kwirk's Castle, The","","","",
2474,"Questprobe featuring Spider-Man",1985,"Adventure International","Load'N'Go Software",1985-01-01
2475,"Questprobe featuring The Hulk",1984,"Adventure International","Load'N'Go Software",1984-01-01
2476,"Questprobe featuring The Human Torch and The Thing",1985,"Adventure International","Load'N'Go Software",1985-01-01
2477,"Questron II",1988,"Westwood Studios","Strategic Simulations",1988-01-01
2478,"¿Quien es Cualo?","","","",
2479,Quiver,1997,"ADvertainment Software","ESD Games",1997-01-01
2480,"Quivering, The",1998,Charybdis,"Alternative Software",1998-01-01
2481,Q!Zone,"","","",
2482,"Race Drivin'",1992,Atari,Domark,1992-01-01
2483,"Race the Nags",1993,"Personal Companion Software","Personal Companion Software",1993-01-01
2484,"Rack 'Em",1986,"Artech Digital Entertainments","Accolade Inc.",1986-01-01
2485,Racter,1984,"Inrac Corporation",Mindscape,1984-01-01
2486,"Radix: Beyond the Void",1995,"Union Logic","Epic MegaGames",1995-01-01
2487,"Rad Warrior",1986,"Palace Software","Palace Software",1986-01-01
2488,"Rags to Riches: The Financial Market Simulation",1993,"","",1993-01-01
2489,Raiden,1990,"Seibu Kaihatsu","",1990-01-01
2490,"Railroad Empire","","","",
2491,"Rally Championships","","","",
2492,"Rally Cross Challenge","","","",
2493,"Rallye Racing 97","","","",
2494,RAM!,"","","",
2495,Rama,1996,"Sierra Entertainment","Sierra Entertainment",1996-01-01
2496,"Rambo: First Blood Part II","","","",
2497,"Rambo III",1989,Taito,Taito,1989-01-01
2498,Rampage,1986,"Bally Midway","Bally Midway",1986-01-01
2499,Rampart,1990,Atari,Atari,1990-01-01
2500,"Rance III: Riizasu Kanraku","","","",
2501,Ranx,"","","",
2502,"Raptor: Call of the Shadows",1994,"Cygnus Studios","Apogee Software",1994-01-01
2503,Rastan,1987,Taito,Taito,1987-01-01
2504,Rasterscan,1987,"Binary Design",Mastertronic,1987-01-01
2505,"Ravenloft: Stone Prophet","","","",
2506,"Ravenloft: Strahd's Possession","","","",
2507,"The Raven Project","","","",
2508,Rayman,1996,Ubisoft,SoftKey,1996-01-01
2509,"Rayman Funpack","","","",
2510,"Reach for the Stars",1983,"Strategic Studies Group","Strategic Studies Group",1983-01-01
2511,"Reader Rabbit",1989,"The Learning Company","The Learning Company",1989-01-01
2512,"Reader Rabbit 2",1993,"The Learning Company","The Learning Company",1993-01-01
2513,"Reader Rabbit 3",1993,"The Learning Company","The Learning Company",1993-01-01
2514,Realms,1991,Graftgold,"Virgin Interactive",1991-01-01
2515,"Realms of Arkania: Blade of Destiny",1993-06-??,"Attic Entertainment Software","Sir-Tech/U.S. Gold",
2516,"Realms of Arkania: Star Trail",1994-10-??,"Attic Entertainment Software","Sir-Tech/U.S. Gold",
2517,"Realms of Arkania: Shadows over Riva",1997,"Attic Entertainment Software","Sir-Tech/U.S. Gold",1997-01-01
2518,"Realms of Chaos",1995,"Apogee Software","Apogee Software",1995-01-01
2519,"Realms of the Haunting",1997,"Gremlin Interactive","Gremlin Interactive",1997-01-01
2520,"Rebel Assault & X-Wing Collector's CD","","","",
2521,"Rebel Assault II",1995,LucasArts,LucasArts,1995-01-01
2522,"Rebel Charge at Chickamauga","","","",
2523,"Rebel Moon","","","",
2524,"Red Babe",1994,"The DaRK CaVErN Productions","The DaRK CaVErN Productions",1994-01-01
2525,"Red Baron",1990,Dynamix,"Sierra Entertainment",1990-01-01
2526,"Red Baron: Mission Builder",1992,Dynamix,"Sierra Entertainment",1992-01-01
